text,label
"Subject: 

Kathy,

Regarding the guest password for gas daily, can you please relay the 
information to Mike Grigsby at 37031 so he can pass it along to the user at 
gas daily today.  I will be out of the office on Friday.

thank you

Phillip",GENERAL
"Subject: 

John,

 Denver's short rockies position  beyond 2002 is created by their Trailblazer 
transport.  They are unhedged 15,000/d in 2003 and 25,000/d in 2004 and 
2005.  

 They are scrubbing all their books and booking the Hubert deal on Wednesday 
and Thursday.

Phillip",GENERAL
"Subject: 

Jim,

Is there going to be a conference call or some type of weekly meeting about all the regulatory issues facing California this week?  Can you make sure the gas desk is included.

Phillip",GENERAL
"Subject: 

George,

 Below is a list of questions that Keith and I had regarding the Westgate 
project:

 Ownership Structure

 What will be the ownership structure? Limited partnership? General partner?

 What are all the legal entities that will be involved and in what 
capacity(regarding ownership and 
 liabilities)?

 Who owns the land? improvements?

 Who holds the various loans?

 Is the land collateral?

 Investment
 
 What happens to initial investment?

 Is it used to purchase land for cash?Secure future loans?
 
 Why is the land cost spread out on the cash flow statement?

 When is the 700,000 actually needed? Now or for the land closing? Investment 
schedule?

 Investment Return

 Is Equity Repayment the return of the original investment?

 Is the plan to wait until the last unit is sold and closed before profits 
are distributed?

 Debt

 Which entity is the borrower for each loan and what recourse or collateral 
is associated with each 
 loan?

 Improvement

 Construction

 Are these the only two loans?  Looks like it from the cash flow statement.

 Terms of each loan?

 Uses of Funds

 How will disbursements be made?  By whom?

 What type of bank account?  Controls on max disbursement? Internet viewing 
for investors?

 Reports to track expenses vs plan?

 Bookkeeping procedures to record actual expenses?

 What is the relationship of Creekside Builders to the project?  Do you get 
paid a markup on subcontractors as a 
 general contractor and paid gain out of profits?

 Do you or Larry receive any money in the form of salary or personal expenses 
before the ultimate payout of profits?

 Design and Construction
 
 When will design be complete?

 What input will investors have in selecting design and materials for units?

 What level of investor involvement will be possible during construction 
planning and permitting?

 Does Creekside have specific procedures for dealing with subcontractors, 
vendors, and other professionals? 
 Such as always getting 3 bids, payment schedules, or reference checking?

 Are there any specific companies or individuals that you already plan to 
use? Names?

These questions are probably very basic to you, but as a first time investor 
in a project like this it is new to me.  Also, I want to learn as
much as possible from the process.

Phillip










 
 

 

  

 ",GENERAL
"Subject: Westgate Proforma-Phillip Allen.xls

---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/19/2000 
04:35 PM ---------------------------


""George Richards"" <cbpres@austin.rr.com> on 09/08/2000 05:21:49 AM
Please respond to <cbpres@austin.rr.com>
To: ""Phillip Allen"" <pallen@enron.com>
cc: ""Larry Lewter"" <retwell@mail.sanmarcos.net> 
Subject: Westgate Proforma-Phillip Allen.xls


Enclosed is the preliminary proforma for the Westgate property is Austin
that we told you about.  As you can tell from the proforma this project
should produce a truly exceptional return of over 40% per year over 3 years.
This is especially attractive when the project is in a market as strong as
Austin and we are introducing new product that in a very low price range for
this market.  This is the best project in terms of risk and reward that we
have uncovered to date in the Austin market.
The project does have approved zoning and will only require a site plan.  As
it is in the ""Smart Growth Corridor"" area designated by the City of Austin
for preferred development, this will be fast tracked and should be complete
in less than 6 months.  Additionally, many of the current and more severe
water treatment ordinances have been waived.  I have estimated the lot
improvement costs based on a 28 lot development we investigated in North
Austin, which included a detention/retention and filtration pond and street
widening.  Even though this property is not likely to require street
widening and will have less of a detention/retention and filtration pond
requirement, I used this data to be cautious.
 The Lone Star gas line easement in the lower portion of the property is not
expected to impact sales significantly.  Other projects have been quite
successful with identical relationships to this pipeline, such as the
adjoining single family residential and a project at St. Edwards University.
As with most infill projects, the quality of the surrounding neighborhoods
is uneven.  We have included a fence around the entire property, but may
only put it on Westgate and Cameron Loop.  Gated communities are far
preferred so this is a good idea for both screening and current buyer
preferences.
The seller accepted our offer Thursday evening with a price of $680,000 and
an extended escrow.  This will enable us to probably obtain an approved site
plan before closing on the contract, which will mean that we can close into
an A&D Loan rather than into a land loan and then an improvement loan.
This analysis shows your investment at $700,000 for a 50% interest in the
profits of the project.  As we discussed in San Marcos, we can also discuss
having you invest only in the lots, sell the lots to the construction entity
with your profit in the lot.  I believe this would facilitate the use of a
1031 Exchange of the proceeds from this deal into another project that is a
rental deal or at least into the land for a rental project that would then
be the equity for that project.  You would need to discuss this with an
exchange expert first.  Larry Lewter knows an expert in the field in San
Antonio if you do not know anyone.
I will send you a package on the property that was prepared by the broker,
by Airborne Express today for Saturday delivery.
Once you have read the package and reviewed this proforma, we would want to
schedule a tour of the site and the area.  Please get back to me as soon as
your schedule permits regarding the site visit and feel free to call at any
time.  You can reach me over the weekend and in the evening at either
512-338-1119 or 512-338-1110.  My cell phone is 512-748-7495 and the fax is
512-338-1103.   I look forward to hearing from you and to working with you
on this project that is sure to be a major winner.
I regret that it took so long to get back to you, but we had some unusual
events these past few weeks.  A small freakish wind storm with severe 60+mpg
downdrafts hit the South part of Austin where we are building 10 town homes.
One of these units had just had the roof decked with the siding scheduled to
start the next day.  The severe downdraft hitting the decked roof was enough
to knock it down.  The City shut down the project for a week and it took
another week to get every thing back on tract.  Then last week I had to take
my wife  to emergency.  She has a bulge in the material between the vertebra
in her spine and it causes her extreme pain and has kept her bedridden this
past week..  There is nothing like having your wife incapacitated to realize
the enormous number of things she does everyday.   Fortunately, it looks as
if she will be ok in the long run.
George W. Richards
Creekside Builders, LLC


 - Westgate Proforma-Phillip Allen.xls
",SPAM/PROMO
"Subject: 

George,

 Here sales numbers from Reagan:

 
 

 As you can see his units sold at a variety of prices per square foot.  The 
1308/1308 model seems to have the most data and looks most similiar to the 
units you are selling.  At  2.7 MM, my bid is .70/sf higher than his units 
under construction.  I am having a hard time justifying paying much more with 
competition on the way.  The price I am bidding is higher than any deals 
actually done to date.   

 Let me know what you think.  I will follow up with an email and phone call 
about Cherry Creek.  I am sure Deborah Yates let you know that the bid was 
rejected on the De Ville property.

Phillip Allen
 
 




  ",GENERAL
"Subject: 

Jeff,

 What is up with Burnet?

Phillip",GENERAL
"Subject: Re: burnet

Jeff,

 I need to see the site plan for Burnet.  Remember I must get written 
approval from Brenda Key Stone before I can sell this property and she has 
concerns about the way the property will be subdivided.    I would also like 
to review the closing statements as soon as possible.

Phillip",GENERAL
"Subject: 

Lucy,

I want to have an accurate rent roll as soon as possible. I faxed you a copy 
of this file.  You can fill in on the computer or just write in the correct 
amounts and I will input.
",GENERAL
"Subject: Re: Sept 1 Payment

Brenda,

 I checked my records and I mailed check #1178 for the normal amount on 
August 28th.  I mailed it to 4303 Pate Rd. #29, College Station, TX 77845.  I 
will go ahead and mail you another check.  If the first one shows up you can 
treat the 2nd as payment for October.

 I know your concerns about the site plan.  I will not proceed without 
getting the details and getting your approval.

 I will find that amortization schedule and send it soon.

Phillip",GENERAL
"Subject: 

Lucy,


You wrote fewer checks this month.  Spent more money on Materials and less on 
Labor.


   June  July  August

Total Materials  2929  4085  4801

Services  53  581  464

Labor   3187  3428  2770






Here are my questions on the August bank statement (attached):

1.  Check 1406  Walmart    Description and unit?

2.  Check 1410  Crumps     Detail description and unit?

3.  Check 1411  Lucy      What is this?

4.  Check 1415  Papes      Detail description and units?

5.  Checks 1416, 1417, and 1425  Why overtime?

6.  Check 1428    Ralph's   What unit?

7.  Check 1438    Walmart?    Description and unit?  


Try and pull together the support for these items and get back to me.

Phillip",GENERAL
"Subject: Contact list for mid market

---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/12/2000 
11:22 AM ---------------------------

Michael Etringer

09/11/2000 02:32 PM

To: Phillip K Allen/HOU/ECT@ECT
cc:  
Subject: Contact list for mid market

Phillip,
Attached is the list.  Have your people fill in the columns highlighted in 
yellow.  As best can we will try not to overlap on accounts. 

Thanks, Mike


",GENERAL
"Subject: 

http://www.hearme.com/vc2/?chnlOwnr=pallen@enron.com",SPAM/PROMO
"Subject: Re: 2- SURVEY - PHILLIP ALLEN


---------------------- Forwarded by Phillip K Allen/HOU/ECT on 05/02/2001 05:26 AM ---------------------------


Ina Rangel
05/01/2001 12:24 PM
To:	Phillip K Allen/HOU/ECT@ECT
cc:	 
Subject:	Re: 2- SURVEY - PHILLIP ALLEN   




   
-
Full Name:        Phillip Allen

Login ID:  	pallen

Extension:  3-7041

Office Location:  EB3210C

What type of computer do you have?  (Desktop,  Laptop,  Both)  Both

Do you have a PDA?  If yes, what type do you have:   (None, IPAQ, Palm Pilot, Jornada)  IPAQ

Do you have permission to access anyone's Email/Calendar?  NO
    If yes, who?  

Does anyone have permission to access your Email/Calendar?  YES
    If yes, who?  INA RANGEL

Are you responsible for updating anyone else's address book?  
    If yes, who?  NO

Is anyone else responsible for updating your address book?  
    If yes, who?  NO

Do you have access to a shared calendar?  
    If yes, which shared calendar?  YES, West Calendar

Do you have any Distribution Groups that Messaging maintains for you (for mass mailings)?  
    If yes, please list here:  NO

Please list all Notes databases applications that you currently use:  NONE

In our efforts to plan the exact date/time of your migration, we also will need to know:

What are your normal work hours?  From:     7:00 AM To:      5:00 PM

Will you be out of the office in the near future for vacation, leave, etc? NO
       If so, when?        From (MM/DD/YY):      To (MM/DD/YY):      










<Embedded StdOleLink>",GENERAL
"Subject: Westgate Proforma-Phillip Allen.xls

---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/11/2000 
04:57 PM ---------------------------


""George Richards"" <cbpres@austin.rr.com> on 09/08/2000 05:21:49 AM
Please respond to <cbpres@austin.rr.com>
To: ""Phillip Allen"" <pallen@enron.com>
cc: ""Larry Lewter"" <retwell@mail.sanmarcos.net> 
Subject: Westgate Proforma-Phillip Allen.xls


Enclosed is the preliminary proforma for the Westgate property is Austin
that we told you about.  As you can tell from the proforma this project
should produce a truly exceptional return of over 40% per year over 3 years.
This is especially attractive when the project is in a market as strong as
Austin and we are introducing new product that in a very low price range for
this market.  This is the best project in terms of risk and reward that we
have uncovered to date in the Austin market.
The project does have approved zoning and will only require a site plan.  As
it is in the ""Smart Growth Corridor"" area designated by the City of Austin
for preferred development, this will be fast tracked and should be complete
in less than 6 months.  Additionally, many of the current and more severe
water treatment ordinances have been waived.  I have estimated the lot
improvement costs based on a 28 lot development we investigated in North
Austin, which included a detention/retention and filtration pond and street
widening.  Even though this property is not likely to require street
widening and will have less of a detention/retention and filtration pond
requirement, I used this data to be cautious.
 The Lone Star gas line easement in the lower portion of the property is not
expected to impact sales significantly.  Other projects have been quite
successful with identical relationships to this pipeline, such as the
adjoining single family residential and a project at St. Edwards University.
As with most infill projects, the quality of the surrounding neighborhoods
is uneven.  We have included a fence around the entire property, but may
only put it on Westgate and Cameron Loop.  Gated communities are far
preferred so this is a good idea for both screening and current buyer
preferences.
The seller accepted our offer Thursday evening with a price of $680,000 and
an extended escrow.  This will enable us to probably obtain an approved site
plan before closing on the contract, which will mean that we can close into
an A&D Loan rather than into a land loan and then an improvement loan.
This analysis shows your investment at $700,000 for a 50% interest in the
profits of the project.  As we discussed in San Marcos, we can also discuss
having you invest only in the lots, sell the lots to the construction entity
with your profit in the lot.  I believe this would facilitate the use of a
1031 Exchange of the proceeds from this deal into another project that is a
rental deal or at least into the land for a rental project that would then
be the equity for that project.  You would need to discuss this with an
exchange expert first.  Larry Lewter knows an expert in the field in San
Antonio if you do not know anyone.
I will send you a package on the property that was prepared by the broker,
by Airborne Express today for Saturday delivery.
Once you have read the package and reviewed this proforma, we would want to
schedule a tour of the site and the area.  Please get back to me as soon as
your schedule permits regarding the site visit and feel free to call at any
time.  You can reach me over the weekend and in the evening at either
512-338-1119 or 512-338-1110.  My cell phone is 512-748-7495 and the fax is
512-338-1103.   I look forward to hearing from you and to working with you
on this project that is sure to be a major winner.
I regret that it took so long to get back to you, but we had some unusual
events these past few weeks.  A small freakish wind storm with severe 60+mpg
downdrafts hit the South part of Austin where we are building 10 town homes.
One of these units had just had the roof decked with the siding scheduled to
start the next day.  The severe downdraft hitting the decked roof was enough
to knock it down.  The City shut down the project for a week and it took
another week to get every thing back on tract.  Then last week I had to take
my wife  to emergency.  She has a bulge in the material between the vertebra
in her spine and it causes her extreme pain and has kept her bedridden this
past week..  There is nothing like having your wife incapacitated to realize
the enormous number of things she does everyday.   Fortunately, it looks as
if she will be ok in the long run.
George W. Richards
Creekside Builders, LLC


 - Westgate Proforma-Phillip Allen.xls
",GENERAL
"Subject: Re: Chelsea Villas

Jeff,

 I received the rent roll.  I am going to be in San Marcos this weekend but I 
am booked with stage coach.  I will drive by Friday evening.
 I will let you know next week if I need to see the inside.  Can you find out 
when Chelsea Villa last changed hands and for what price?

 What about getting a look at the site plans for the Burnet deal.  Remember 
we have to get Brenda happy.

Phillip",GENERAL
"Subject: 

  9/8  9/7  diff

Socal  36,600  37,200  -600

NWPL  -51,000  -51,250  250

San Juan -32,500  -32,000  -500


The reason the benchmark report shows net selling San Juan is that the 
transport positions were rolled in on 9/8.  This added 800 shorts to San Juan 
and 200 longs to Socal.  Before this adjustment we bought 300 San Juan and 
sold 800 Socal.
 ",GENERAL
"Subject: Re: VaR by Curve

why is aeco basis so low on the list?  Is NWPL mapped differently than AECO?  
What about the correlation to Nymex on AECO?",GENERAL
"Subject: Re: Sagewood etc.

Jeff,

 You would clearly receive a commission on a deal on the sagewood. 

  I am surprised by your request for payment on any type of project in which  
I might become involved with Creekside.  Are you in the business of brokering 
properties or contacts?  Is your position based on a legal or what you 
perceive to be an ethical issue?  Did you propose we look at developing a 
project from scratch?

 I am not prepared to pay more than 2.7 for sagewood yet.  

Phillip",GENERAL
"Subject: Sagewood Town Homes

---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/08/2000 
12:29 PM ---------------------------


""George Richards"" <cbpres@austin.rr.com> on 09/08/2000 05:35:20 AM
Please respond to <cbpres@austin.rr.com>
To: ""Phillip Allen"" <pallen@enron.com>
cc: ""Larry Lewter"" <retwell@mail.sanmarcos.net>, ""Diana Zuniga"" 
<invest@bga.com> 
Subject: Sagewood Town Homes


I was aware that Regan Lehman, the lot developer for the entire 70 lot
duplex project, was selling his units in the $180's,  He does have a much
lower basis in the lots than anyone else, but the prime differences are due
to a) he is selling them during construction and b) they are smaller units.
We do not know the exact size of each of his units, but we believe one of
the duplexes is a 1164/1302 sq ft. plan.  This would produce an average sq
footage of 1233, which would be $73.80 psf at $182,000.  (I thought his
sales price was $187,000.)  At this price psf our 1,376 sf unit would sell
for $203,108.
What is more important, in my view, is a) the rental rate and b) the
rent-ability.  You have all of our current rental and cost data for your own
evaluation.  As for rent-ability, I believe that we have shown that the
3-bedroom, 3.5 bath is strongly preferred in this market.    In fact, if we
were able to purchase additional lots from Regan we would build 4 bedroom
units along with the 3-bedroom plan.
Phillip, I will call you today to go over this more thoroughly.
Sincerely,
George W. Richards
Creekside Builders, LLC


",GENERAL
"Subject: Westgate Proforma-Phillip Allen.xls

---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/08/2000 
12:28 PM ---------------------------


""George Richards"" <cbpres@austin.rr.com> on 09/08/2000 05:21:49 AM
Please respond to <cbpres@austin.rr.com>
To: ""Phillip Allen"" <pallen@enron.com>
cc: ""Larry Lewter"" <retwell@mail.sanmarcos.net> 
Subject: Westgate Proforma-Phillip Allen.xls


Enclosed is the preliminary proforma for the Westgate property is Austin
that we told you about.  As you can tell from the proforma this project
should produce a truly exceptional return of over 40% per year over 3 years.
This is especially attractive when the project is in a market as strong as
Austin and we are introducing new product that in a very low price range for
this market.  This is the best project in terms of risk and reward that we
have uncovered to date in the Austin market.
The project does have approved zoning and will only require a site plan.  As
it is in the ""Smart Growth Corridor"" area designated by the City of Austin
for preferred development, this will be fast tracked and should be complete
in less than 6 months.  Additionally, many of the current and more severe
water treatment ordinances have been waived.  I have estimated the lot
improvement costs based on a 28 lot development we investigated in North
Austin, which included a detention/retention and filtration pond and street
widening.  Even though this property is not likely to require street
widening and will have less of a detention/retention and filtration pond
requirement, I used this data to be cautious.
 The Lone Star gas line easement in the lower portion of the property is not
expected to impact sales significantly.  Other projects have been quite
successful with identical relationships to this pipeline, such as the
adjoining single family residential and a project at St. Edwards University.
As with most infill projects, the quality of the surrounding neighborhoods
is uneven.  We have included a fence around the entire property, but may
only put it on Westgate and Cameron Loop.  Gated communities are far
preferred so this is a good idea for both screening and current buyer
preferences.
The seller accepted our offer Thursday evening with a price of $680,000 and
an extended escrow.  This will enable us to probably obtain an approved site
plan before closing on the contract, which will mean that we can close into
an A&D Loan rather than into a land loan and then an improvement loan.
This analysis shows your investment at $700,000 for a 50% interest in the
profits of the project.  As we discussed in San Marcos, we can also discuss
having you invest only in the lots, sell the lots to the construction entity
with your profit in the lot.  I believe this would facilitate the use of a
1031 Exchange of the proceeds from this deal into another project that is a
rental deal or at least into the land for a rental project that would then
be the equity for that project.  You would need to discuss this with an
exchange expert first.  Larry Lewter knows an expert in the field in San
Antonio if you do not know anyone.
I will send you a package on the property that was prepared by the broker,
by Airborne Express today for Saturday delivery.
Once you have read the package and reviewed this proforma, we would want to
schedule a tour of the site and the area.  Please get back to me as soon as
your schedule permits regarding the site visit and feel free to call at any
time.  You can reach me over the weekend and in the evening at either
512-338-1119 or 512-338-1110.  My cell phone is 512-748-7495 and the fax is
512-338-1103.   I look forward to hearing from you and to working with you
on this project that is sure to be a major winner.
I regret that it took so long to get back to you, but we had some unusual
events these past few weeks.  A small freakish wind storm with severe 60+mpg
downdrafts hit the South part of Austin where we are building 10 town homes.
One of these units had just had the roof decked with the siding scheduled to
start the next day.  The severe downdraft hitting the decked roof was enough
to knock it down.  The City shut down the project for a week and it took
another week to get every thing back on tract.  Then last week I had to take
my wife  to emergency.  She has a bulge in the material between the vertebra
in her spine and it causes her extreme pain and has kept her bedridden this
past week..  There is nothing like having your wife incapacitated to realize
the enormous number of things she does everyday.   Fortunately, it looks as
if she will be ok in the long run.
George W. Richards
Creekside Builders, LLC


 - Westgate Proforma-Phillip Allen.xls
",GENERAL
"Subject: utilities roll

---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/06/2000 
03:53 PM ---------------------------


""Lucy Gonzalez"" <stagecoachmama@hotmail.com> on 09/06/2000 09:06:45 AM
To: pallen@enron.com
cc:  
Subject: utilities roll



_________________________________________________________________________
Get Your Private, Free E-mail from MSN Hotmail at http://www.hotmail.com.

Share information about yourself, create your own public profile at
http://profiles.msn.com.

 - utility.xls
 - utility.xls
",GENERAL
"Subject: TIME SENSITIVE: Executive Impact & Influence Program Survey

---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/06/2000 
02:01 PM ---------------------------


Enron-admin@FSDDataSvc.com on 09/06/2000 10:12:33 AM
To: pallen@enron.com
cc:  
Subject: TIME SENSITIVE: Executive Impact & Influence Program Survey


Executive Impact & Influence Program
* IMMEDIATE ACTION REQUIRED - Do Not Delete *

As part of the Executive Impact and Influence Program, each participant
is asked to gather input on the participant's own management styles and
practices as experienced by their immediate manager, each direct report,
and up to eight peers/colleagues.

You have been requested to provide feedback for a participant attending
the next program.  Your input (i.e., a Self assessment, Manager assessment,
Direct Report assessment, or Peer/Colleague assessment) will be combined
with the input of others and used by the program participant to develop an
action plan to improve his/her management styles and practices.

It is important that you complete this assessment
NO LATER THAN CLOSE OF BUSINESS Thursday, September 14.

Since the feedback is such an important part of the program, the participant
will be asked to cancel his/her attendance if not enough feedback is
received.  Therefore, your feedback is critical.

To complete your assessment, please click on the following link or simply
open your internet browser and go to:

http://www.fsddatasvc.com/enron

Your unique ID for each participant you have been asked to rate is:

Unique ID - Participant
EVH3JY - John Arnold
ER93FX - John Lavorato
EPEXWX - Hunter Shively

If you experience technical problems, please call Dennis Ward at
FSD Data Services, 713-942-8436.  If you have any questions about this 
process,
you may contact Debbie Nowak at Enron, 713-853-3304, or Christi Smith at
Keilty, Goldsmith & Company, 858-450-2554.

Thank you for your participation.
",DEADLINE
"Subject: 

Larry,

 Just a note to touch base on the sagewood townhomes and other development 
opportunities.

 I stumbled across some other duplexes for sale on the same street. that were 
built by Reagan Lehmann.  22 Units were sold for 
 around $2 million. ($182,000/duplex).  I spoke to Reagan and he indicated 
that he had more units under construction that would be 
 available in the 180's.  Are the units he is selling significantly different 
from yours?  He mentioned some of the units are the 1308 floor
 plan.  My bid of 2.7 million is almost $193,000/duplex.  

 As far as being an investor in a new project, I am still very interested.  

 Call or email with your thoughts.

Phillip",GENERAL
"Subject: 4-URGENT - OWA Please print this now.


---------------------- Forwarded by Phillip K Allen/HOU/ECT on 05/01/2001 02:14 PM ---------------------------


Outlook Migration Team@ENRON
04/27/2001 01:01 PM
To:	Allison Horton/NA/Enron@ENRON, Amir Baig/NA/Enron@ENRON, Brandon Bangerter/NA/Enron@Enron, Brian Ellis/Corp/Enron@Enron, Charles Philpott/HR/Corp/Enron@ENRON, Chris P Wood/NA/Enron@Enron, Chris Tull/HOU/ECT@ECT, Dale Smith/Corp/Enron@ENRON, Dave June/NA/Enron@ENRON, Donald Sutton/NA/Enron@Enron, Felicia Buenrostro/HR/Corp/Enron@ENRON, Johnna Morrison/Corp/Enron@ENRON, Joe Dorn/Corp/Enron@ENRON, Kathryn Schultea/HR/Corp/Enron@ENRON, Leon McDowell/NA/Enron@ENRON, Leticia Barrios/Corp/Enron@ENRON, Milton Brown/HR/Corp/Enron@ENRON, Raj Perubhatla/Corp/Enron@Enron, Shekar Komatireddy/NA/Enron@Enron, Andrea Yowman/Corp/Enron@ENRON, Angie O'Brian/HR/Corp/Enron@ENRON, Bonne Castellano/HR/Corp/Enron@ENRON, Gwynn Gorsuch/NA/Enron@ENRON, Jo Ann Matson/Corp/Enron@ENRON, LaQuitta Washington/HR/Corp/Enron@ENRON, Rick Johnson/HR/Corp/Enron@ENRON, Sandra Lighthill/HR/Corp/Enron@ENRON, Valeria A Hope/HOU/ECT@ECT, Charlotte Brown/HR/Corp/Enron@ENRON, Ronald Fain/HR/Corp/Enron@ENRON, Gary Fitch/HR/Corp/Enron@Enron, Anna Harris/HR/Corp/Enron@ENRON, Keith Jones/HR/Corp/Enron@ENRON, Kristi Monson/NA/Enron@Enron, Bobbie McNiel/HR/Corp/Enron@ENRON, John Stabler/HR/Corp/Enron@ENRON, Michelle Prince/NA/Enron@Enron, James Gramke/NA/Enron@ENRON, Blair Hicks/NA/Enron@ENRON, Jennifer Johnson/Contractor/Enron Communications@Enron Communications, Jim Little/Enron@EnronXGate, Dale Lukert/NA/Enron@ENRON, Donald Martin/NA/Enron@ENRON, Andrew Mattei/NA/Enron@ENRON, Darvin Mitchell/NA/Enron@ENRON, Mark Oldham/NA/Enron@ENRON, Wesley Pearson/NA/Enron@ENRON, Ramon Pizarro/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Natalie Rau/NA/Enron@ENRON, William Redick/NA/Enron@ENRON, Mark A Richardson/NA/Enron@ENRON, Joseph Schnieders/NA/Enron@ENRON, Gary Simmons/NA/Enron@Enron, Delaney Trimble/NA/Enron@ENRON, David Upton/NA/Enron@ENRON, Mike Boegler/HR/Corp/Enron@ENRON, Lyndel Click/HR/Corp/Enron@ENRON, Gabriel Franco/NA/Enron@Enron, Randy Gross/HR/Corp/Enron@Enron, Arthur Johnson/HR/Corp/Enron@Enron, Danny Jones/HR/Corp/Enron@ENRON, John Ogden/Houston/Eott@Eott, Edgar Ponce/NA/Enron@Enron, Tracy Pursifull/HR/Corp/Enron@ENRON, Lance Stanley/HR/Corp/Enron@ENRON, Frank Ermis/HOU/ECT@ECT, Jane M Tholt/HOU/ECT@ECT, Jay Reitmeyer/HOU/ECT@ECT, Keith Holst/HOU/ECT@ect, Matthew Lenhart/HOU/ECT@ECT, Mike Grigsby/HOU/ECT@ECT, Monique Sanchez/HOU/ECT@ECT, Phillip K Allen/HOU/ECT@ECT, Randall L Gay/HOU/ECT@ECT, Tori Kuykendall/HOU/ECT@ECT, Brenda H Fletcher/HOU/ECT@ECT, Jeanne Wukasch/Corp/Enron@ENRON, Mary Theresa Franklin/HOU/ECT@ECT, Mike Potter/NA/Enron@Enron, Natalie Baker/HOU/ECT@ECT, Suzanne Calcagno/NA/Enron@Enron, Alvin Thompson/Corp/Enron@Enron, Cynthia Franklin/Corp/Enron@ENRON, Jesse Villarreal/HOU/ECT@ECT, Joan Collins/HOU/EES@EES, Joe A Casas/HOU/ECT@ECT, Kelly Loocke/ENRON@enronXgate, Lia Halstead/NA/Enron@ENRON, Meredith Homco/HOU/ECT@ECT, Robert Allwein/HOU/ECT@ECT, Scott Loving/NA/Enron@ENRON, Shanna Boudreaux/ENRON@enronXgate, Steve Gillespie/Corp/Enron@ENRON, Tamara Carter/NA/Enron@ENRON, Tracy Wood/NA/Enron@ENRON, Gabriel Fuzat/Enron Communications@Enron Communications, Jack Netek/Enron Communications@Enron Communications, Lam Nguyen/NA/Enron@Enron, Camille Gerard/Corp/Enron@ENRON, Craig Taylor/HOU/ECT@ECT, Jessica Hangach/NYC/MGUSA@MGUSA, Kathy Gagel/NYC/MGUSA@MGUSA, Lisa Goulart/NYC/MGUSA@MGUSA, Ruth Balladares/NYC/MGUSA@MGUSA, Sid Strutt/NYC/MGUSA@MGUSA
cc:	 
Subject:	4-URGENT - OWA Please print this now.


Current Notes User:

REASONS FOR USING OUTLOOK WEB ACCESS (OWA)

1. Once your mailbox has been migrated from Notes to Outlook, the Outlook client will be configured on your computer.
After migration of your mailbox, you will not be able to send or recieve mail via Notes, and you will not be able to start using Outlook until it is configured by the Outlook Migration team the morning after your mailbox is migrated.  During this period, you can use Outlook Web Access (OWA) via your web browser (Internet Explorer 5.0) to read and send mail.

PLEASE NOTE:  Your calendar entries, personal address book, journals, and To-Do entries imported from Notes will not be available until the Outlook client is configured on your desktop.

2. Remote access to your mailbox.
After your Outlook client is configured, you can use Outlook Web Access (OWA) for remote access to your mailbox.

PLEASE NOTE:  At this time, the OWA client is only accessible while connecting to the Enron network (LAN).  There are future plans to make OWA available from your home or when traveling abroad.

HOW TO ACCESS OUTLOOK WEB ACCESS (OWA)

Launch Internet Explorer 5.0, and in the address window type:  http://nahou-msowa01p/exchange/john.doe

Substitute ""john.doe"" with your first and last name, then click ENTER.  You will be prompted with a sign in box as shown below.  Type in ""corp/your user id"" for the user name and your NT password to logon to OWA and click OK.  You will now be able to view your mailbox.

	

PLEASE NOTE:  There are some subtle differences in the functionality between the Outlook and OWA clients.  You will not be able to do many of the things in OWA that you can do in Outlook.  Below is a brief list of *some* of the functions NOT available via OWA:

Features NOT available using OWA:

-  Tasks
-  Journal
-  Spell Checker
-  Offline Use
-  Printing Templates
-  Reminders
-  Timed Delivery
-  Expiration
-  Outlook Rules
-  Voting, Message Flags and Message Recall
-  Sharing Contacts with others
-  Task Delegation
-  Direct Resource Booking
-  Personal Distribution Lists

QUESTIONS OR CONCERNS?

If you have questions or concerns using the OWA client, please contact the Outlook 2000 question and answer Mailbox at:

	Outlook.2000@enron.com

Otherwise, you may contact the Resolution Center at:

	713-853-1411

Thank you,

Outlook 2000 Migration Team
",DEADLINE
"Subject: 

Ina,

 I scheduled a meeting with Jean Mrha tomorrow at 3:30",EVENT
